City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
346,erenhot,CN,24.13,clear sky,43.65,111.98,Erenhot Rurouni Youth Hostel
347,marawi,PH,77.18,overcast clouds,8.0,124.29,Derogongan Residence
348,boditi,ET,60.46,light rain,6.97,37.87,Me'aza Metasebiya Hotel.
349,klaksvik,FO,45.52,overcast clouds,62.23,-6.59,Airbnb rooms
351,mananara,MG,74.1,overcast clouds,-16.17,49.77,androkaroka.les 3 arcs
352,hasaki,JP,50.29,overcast clouds,35.73,140.83,Inubosaki Kanko Hotel
353,nizhniy odes,RU,22.39,overcast clouds,63.64,54.86,Gostinitsa Uyut
354,pimentel,PE,71.89,overcast clouds,-6.84,-79.93,Hotel Puerto del Sol
356,port alfred,ZA,71.4,light rain,-33.59,26.89,The Halyards Hotel
357,sao sepe,BR,58.23,clear sky,-30.16,-53.57,Trevo Parque Hotel
359,punta arenas,CL,50.11,clear sky,-53.15,-70.92,Hotel Hain
360,vila velha,BR,76.95,few clouds,-20.33,-40.29,Hotel Vitória Palace
362,mogadishu,SO,78.04,few clouds,2.04,45.34,Hotel Juba
363,miri,MY,80.74,light rain,4.41,114.01,"Mega Hotel, Miri"
364,oistins,BB,77.09,scattered clouds,13.07,-59.53,Butterfly Beach Hotel
365,kieta,PG,86.59,overcast clouds,-6.22,155.63,Uruna Bay Retreat
366,khairpur nathan shah,PK,74.88,clear sky,27.09,67.73,Asad Joyo
367,mahebourg,MU,77.29,scattered clouds,-20.41,57.7,Shandrani Beachcomber Resort & Spa
368,ormara,PK,74.5,clear sky,25.21,64.64,Kenara Colony house for Rent
369,doha,QA,67.98,clear sky,25.29,51.53,Movenpick Hotel Doha
370,san miguel,SV,86.14,broken clouds,13.48,-88.18,Excalibur
371,carnarvon,AU,78.87,few clouds,-24.87,113.63,Hospitality Carnarvon
372,gladstone,AU,82.33,scattered clouds,-23.85,151.25,Highpoint International Hotel
373,acarau,BR,77.86,overcast clouds,-2.89,-40.12,castelo pizzaria
374,sarankhola,BD,73.2,clear sky,22.31,89.79,Red Crescent Cyclone Shelter Rashulpur
376,charters towers,AU,83.28,broken clouds,-20.1,146.27,Cattleman's Rest Motor Inn
377,port-gentil,GA,80.29,moderate rain,-0.72,8.78,Fengshui Residence
378,ahome,MX,76.95,overcast clouds,25.92,-109.18,LA HOUSE DE LA ALEJANDRA
379,santa marta,CO,83.89,overcast clouds,11.24,-74.2,Hotel La Ballena Azul
380,slave lake,CA,33.55,clear sky,55.28,-114.77,Super 8 by Wyndham Slave Lake AB
381,garowe,SO,67.17,clear sky,8.41,48.48,Curubo Hotel
383,vancouver,CA,43.23,light rain,49.25,-123.12,"Holiday Inn Vancouver-Centre (Broadway), an IHG Hotel"
384,la sarre,CA,29.88,overcast clouds,48.8,-79.2,Motel Villa Mon Repos
385,half moon bay,US,67.03,haze,37.46,-122.43,"The Ritz-Carlton, Half Moon Bay"
387,high level,CA,41.11,broken clouds,58.52,-117.14,Days Inn by Wyndham High Level
388,vestmanna,FO,43.72,mist,62.16,-7.17,Vestmanna Camping
390,richards bay,ZA,64.89,clear sky,-28.78,32.04,BON Hotel Waterfront Richards Bay
392,krasnoselkup,RU,12.76,overcast clouds,65.7,82.47,Krasnosel'kupnefteprodukt
393,palmer,US,45.86,overcast clouds,42.16,-72.33,Wedgewood Motel
396,kawhia,NZ,64.51,overcast clouds,-38.07,174.82,Kawhia Beachside Scape Holiday Park
398,puerto ayora,EC,78.55,scattered clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
399,maragogi,BR,79.34,broken clouds,-9.01,-35.22,Salinas do Maragogi All Inclusive Resort
400,karratha,AU,91.24,overcast clouds,-20.74,116.85,ibis Styles Karratha
401,kurchum,KZ,10.76,overcast clouds,48.57,83.65,"Gostinitsa ""Kneda"""
402,aban,RU,13.39,scattered clouds,56.67,96.06,Gostinitsa
403,rikitea,PF,80.19,few clouds,-23.12,-134.97,People ThankYou
404,imuris,MX,57.79,clear sky,30.78,-110.87,"SINAÍ DE ÍMURIS CASA HOGAR, A.C."
405,reshetnikovo,RU,29.44,few clouds,56.45,36.57,Obshchaga
406,sri aman,MY,77.05,scattered clouds,1.24,111.46,Seri Simanggang Hotel
407,vrede,ZA,51.85,overcast clouds,-27.43,29.17,Vrede Hotel
408,sao joao da barra,BR,76.3,overcast clouds,-21.64,-41.05,Pousada Porto De Canoas
409,hilo,US,82.13,clear sky,19.73,-155.09,Hilo Hawaiian Hotel
410,port hardy,CA,42.98,light rain,50.7,-127.42,Airport Inn-Port Hardy
411,barabinsk,RU,10.51,overcast clouds,55.36,78.36,Gostinichnyy Kompleks Noy
412,soyo,AO,79.38,overcast clouds,-6.13,12.37,Hotel Mpampa
414,el paso,US,76.69,broken clouds,31.8,-106.2,Desert Oasis Park MHP
415,ramhormoz,IR,67.89,overcast clouds,31.28,49.6,فروشگاه مطورعلیان
416,phuntsholing,BT,74.19,clear sky,26.85,89.39,Hotel White House
417,fort nelson,CA,26.19,scattered clouds,58.81,-122.7,The Fort Nelson Hotel
418,cabog,PH,82.76,scattered clouds,15.32,121.37,Matawe Bay Farm Resort
421,olden,NO,32.76,clear sky,61.84,6.81,Nesset Fjordcamping Olden
422,moroni,KM,80.65,light rain,-11.7,43.26,Hotel les Arcades
424,mahanoro,MG,72.39,overcast clouds,-19.9,48.8,BUNGALOW MAHAMANINA
425,macara,EC,72.81,heavy intensity rain,-4.38,-79.95,Hostal Macará
427,mancio lima,BR,71.11,overcast clouds,-7.61,-72.9,Hotel e Distribuidora Voyage
428,kingisepp,RU,30.54,overcast clouds,59.37,28.61,Narva
429,arlit,NE,79.21,few clouds,18.74,7.39,Hôtel Telwa Bungalow
430,itamaraca,BR,82.45,few clouds,-7.75,-34.83,Special K's Bed & Breakfast
431,matamoros,MX,86.11,broken clouds,25.53,-103.25,Recreativo Sabdy Briseidy
432,carauari,BR,74.44,overcast clouds,-4.88,-66.9,Pousada Lobo
433,peleduy,RU,24.51,light snow,59.63,112.74,Гостиница «Уют»
434,cape town,ZA,67.12,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
435,cayenne,GF,80.1,broken clouds,4.93,-52.33,Hôtel Le Dronmi
436,churapcha,RU,10.67,clear sky,62.0,132.43,"""Tusku"""
437,ishigaki,JP,73.53,light intensity shower rain,24.34,124.16,Hotel Peace Land Ishigakijima
438,wellington,NZ,64.06,few clouds,-41.29,174.78,CityLife Wellington
439,maniwaki,CA,32.38,overcast clouds,46.38,-75.97,Centre Chateau Logue
440,sibolga,ID,78.51,overcast clouds,1.74,98.78,Hotel Syariah CN Darussalam
441,galle,LK,79.75,scattered clouds,6.04,80.22,Amangalla
442,frankfort,ZA,55.11,overcast clouds,-27.27,28.48,Formule 11 Accomodation
443,imbituba,BR,67.82,overcast clouds,-28.24,-48.67,Praia Hotel Imbituba
444,shingu,JP,53.89,overcast clouds,33.73,135.98,Shingu UI Hotel
445,maua,BR,66.36,overcast clouds,-23.67,-46.46,Hotel Capriccio Mauá
446,espanola,US,63.88,overcast clouds,35.99,-106.08,Santa Claran Hotel Casino
448,camacha,PT,56.62,scattered clouds,33.08,-16.33,Hotel Porto Santo & Spa
450,hithadhoo,MV,83.91,overcast clouds,-0.6,73.08,Scoop Guest House
451,tak,TH,71.31,scattered clouds,16.58,98.83,ไร่เคียงตะวัน ณ ม่อนหมอกตะวัน
452,ribeira grande,PT,57.74,overcast clouds,38.52,-28.7,Quinta da Meia Eira
453,aktau,KZ,18.18,clear sky,43.65,51.2,Silk Way Hotel
454,hurghada,EG,58.05,clear sky,27.26,33.81,Sea Star Beau Rivage Hotel
455,bereznik,RU,31.48,broken clouds,62.86,42.71,coastal Hotel
456,santiago del estero,AR,63.63,overcast clouds,-27.8,-64.26,Apartamentos Castelli 90
457,madang,PG,86.41,overcast clouds,-5.22,145.8,Comfort Inn Hotel
458,puerto leguizamo,CO,73.51,overcast clouds,-0.19,-74.78,la casona de juancho
459,karla,EE,33.57,clear sky,59.37,24.93,River Villa
461,high rock,BS,73.42,broken clouds,26.62,-78.28,Hideaway Bahamas Beach Club
462,san juan,AR,68.77,clear sky,-31.54,-68.54,Hotel Provincial
463,tafalla,ES,53.4,overcast clouds,42.53,-1.67,Hostal Arotza
464,maarianhamina,AX,28.26,clear sky,60.1,19.93,Park Alandia Hotel
465,burnie,AU,63.5,overcast clouds,-41.07,145.92,Beachfront Voyager Motor Inn
466,whangamata,NZ,70.02,overcast clouds,-37.2,175.87,Breakers Motel
467,nador,MA,59.25,overcast clouds,35.17,-2.93,Hôtel La Giralda
468,acapulco,MX,78.62,smoke,16.86,-99.89,HS Hotsson Smart Acapulco
469,isangel,VU,82.99,light rain,-19.55,169.27,Tanna Lodge
470,pacific grove,US,68.54,clear sky,36.62,-121.92,Lovers Point Inn
471,ville-marie,CA,33.21,overcast clouds,47.33,-79.43,La Bannik
472,ximei,CN,64.65,overcast clouds,24.96,118.38,Nan'an Hotel
474,ponta delgada,PT,57.51,scattered clouds,37.73,-25.67,Vila Nova Hotel
476,deder,ET,61.21,overcast clouds,9.32,41.45,Yamrot hotel
477,bushehr,IR,64.49,clear sky,28.97,50.84,Yas Hotel
478,khanpur,PK,78.71,clear sky,28.65,70.66,Noor Mahal fresh ice cream
480,manokwari,ID,82.42,overcast clouds,-0.87,134.08,Swiss Belhotel Manokwari
481,morris,US,46.85,overcast clouds,40.83,-74.53,Parsippany Inn and Suites Morris Plains
482,luwuk,ID,79.66,overcast clouds,-0.95,122.79,Hotel Santika Luwuk
483,padang,ID,77.05,overcast clouds,-0.95,100.35,Mercure Padang
484,banjar,ID,82.6,overcast clouds,-8.19,114.97,The Hamsa Resort
485,avarua,CK,86.05,few clouds,-21.21,-159.78,Paradise Inn
487,constitucion,CL,54.68,overcast clouds,-35.33,-72.42,Hotel Boutique Las Azucenas
488,najran,SA,61.45,scattered clouds,17.49,44.13,محمد هادي ال فطيح
489,salamiyah,SY,34.61,overcast clouds,35.01,37.05,Gondolas Forum grandchildren and grandparents
490,laguna,US,69.98,clear sky,38.42,-121.42,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
491,kalmunai,LK,78.17,clear sky,7.42,81.82,VS Villa
492,surt,LY,55.29,overcast clouds,31.21,16.59,مقر سكني في سرت
493,kargasok,RU,14.14,overcast clouds,59.06,80.86,Hotel Kargasok
494,delijan,IR,52.66,broken clouds,33.99,50.68,خیابان امام کوچه حافظ بن بست راشد
495,pasighat,IN,77.14,broken clouds,28.07,95.33,Siang Guest House
496,ghazipur,IN,75.51,clear sky,25.58,83.57,Gov. City Inter College Hostel
497,victor harbor,AU,66.0,broken clouds,-35.57,138.62,Apollon Motor Inn
498,yeniseysk,RU,18.21,overcast clouds,58.45,92.17,"""Domino"""
499,santa barbara,US,63.59,clear sky,34.73,-120.03,Upper Ballard Campground
500,moosomin,CA,33.21,overcast clouds,50.13,-101.67,Motel 6
501,luchegorsk,RU,27.14,clear sky,46.48,134.26,Mirazh
502,atuona,PF,78.75,light rain,-9.8,-139.03,Villa Enata
504,arkhara,RU,12.69,few clouds,49.42,130.08,"Gostinitsa ""Arkhara"""
505,roswell,US,58.96,clear sky,34.02,-84.36,La Quinta Inn & Suites by Wyndham Atlanta Roswell
506,darlawn,IN,64.58,clear sky,24.02,92.9,RAMMAWIA FAMILY HOUSE🏠
507,cherskiy,RU,10.72,overcast clouds,68.75,161.3,Gostinitsa
508,tateyama,JP,52.11,overcast clouds,34.98,139.87,Tateyama Seaside Hotel
509,cabo san lucas,MX,85.3,scattered clouds,22.89,-109.91,Hotel Tesoro Los Cabos
510,moron,AR,64.96,clear sky,-34.65,-58.62,Hotel Morón
511,along,IN,71.58,overcast clouds,28.17,94.77,Hotel West
512,sinnamary,GF,77.7,overcast clouds,5.38,-52.95,ALETHEIA Appartement Sinnamary
513,skelleftea,SE,28.76,scattered clouds,64.75,20.95,Quality Hotel Skellefteå Stadshotell
514,kalagarh,IN,70.81,scattered clouds,29.5,78.75,Rakesh Lainthola
516,vila,PT,49.08,overcast clouds,42.03,-8.16,Hotel Castrum Villae by Walk Hotels
518,ulladulla,AU,71.76,broken clouds,-35.35,150.47,Sandpiper Motel
519,haines junction,CA,35.55,overcast clouds,60.75,-137.51,Parkside Inn
520,giyani,ZA,60.73,clear sky,-23.3,30.72,Kulani Country Lodge
521,kavaratti,IN,81.66,clear sky,10.57,72.64,Hotels in Lakshadweep Islands
522,san bartolome de tirajana,ES,51.31,broken clouds,27.92,-15.57,Las Tirajanas
523,bambous virieux,MU,77.25,scattered clouds,-20.34,57.76,Casa Tia Villa
524,hereford,GB,41.05,clear sky,52.06,-2.71,The Green Dragon Hotel
525,ngunguru,NZ,73.96,overcast clouds,-35.62,174.5,Pacific Rendezvous Motel Resort
527,ostrowiec swietokrzyski,PL,36.09,clear sky,50.93,21.39,VICTORIA Willa - Restauracja
528,bredasdorp,ZA,65.66,clear sky,-34.53,20.04,Bredasdorp Country Manor
529,aswan,EG,62.73,clear sky,24.09,32.91,Nuba Nile
530,urumqi,CN,32.95,clear sky,43.8,87.6,Hua Ling Grand Hotel Urumqi
531,massillon,US,47.21,clear sky,40.8,-81.52,Hampton Inn Massillon
533,toktogul,KG,34.41,overcast clouds,41.87,72.94,KAGAN
534,moussoro,TD,78.96,clear sky,13.64,16.49,Hôtel Salama
535,beira,MZ,77.09,scattered clouds,-19.84,34.84,Beira Terrace Hotel
536,chitral,PK,48.81,clear sky,35.85,71.79,PTDC Motel Chitral
537,touba,CI,74.66,broken clouds,8.28,-7.68,Hotel de L'Amitié Vraie
538,halen,BE,44.62,overcast clouds,50.95,5.11,Hotel Prins van Oranje
540,sompeta,IN,76.26,broken clouds,18.93,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
541,vila franca do campo,PT,57.2,overcast clouds,37.72,-25.43,Pestana Bahia Praia
542,shache,CN,49.71,broken clouds,38.42,77.24,Delong Hotel
544,alwar tirunagari,IN,77.22,haze,8.6,77.95,Anantya In The Village
545,nouadhibou,MR,62.58,clear sky,20.93,-17.03,El Medina
546,kalabo,ZM,65.66,scattered clouds,-14.97,22.68,Sikakubete Guest House Kalabo Town Council
547,eau claire,US,51.19,clear sky,44.81,-91.5,Hampton Inn Eau Claire
549,ballina,AU,80.78,few clouds,-28.87,153.57,Ramada Hotel & Suites by Wyndham Ballina Byron
550,codrington,AU,69.6,overcast clouds,-38.27,141.97,Codrington Gardens Bed And Breakfast
551,seoul,KR,42.37,clear sky,37.57,126.98,롯데호텔 서울
552,sambava,MG,76.12,overcast clouds,-14.27,50.17,Melrose
553,cabedelo,BR,79.47,broken clouds,-6.98,-34.83,Hotel Pigalle
554,castelo branco,PT,46.96,broken clouds,39.82,-7.49,MELIÃ Castelo Branco
555,srandakan,ID,79.74,overcast clouds,-7.94,110.25,Puri Brata
556,port hawkesbury,CA,39.9,mist,45.62,-61.35,MacKenzie House Tourist Home B&B
557,torbay,CA,28.58,light snow,47.67,-52.73,Gallows Cove
558,inyonga,TZ,63.81,overcast clouds,-6.72,32.07,Eden Rock Lodge
559,areosa,PT,54.79,light rain,41.72,-8.86,Hotel Flôr de Sal
560,coihaique,CL,53.55,few clouds,-45.58,-72.07,Diego De Almagro Coyhaique
561,luz,BR,70.7,few clouds,-19.8,-45.69,Hotel Turista
563,moose factory,CA,23.0,overcast clouds,51.26,-80.61,Moosonee Lilypad
564,byron bay,AU,76.95,scattered clouds,-28.65,153.62,Backpackers Inn
565,komsomolskiy,UZ,41.72,mist,40.43,71.72,Ikathouse
566,vanimo,PG,85.01,overcast clouds,-2.67,141.3,Vahmoneh Lodge Vanimo
567,nikolskoye,RU,35.87,overcast clouds,59.7,30.79,Tourist House - Sablino
568,bengkulu,ID,76.08,overcast clouds,-3.8,102.27,Grage Hotel Bengkulu
569,mana,GF,76.96,overcast clouds,5.66,-53.78,LE SAMANA
570,shunyi,CN,46.35,clear sky,40.12,116.65,Beijing Mingchen Holiday Hotel
571,flin flon,CA,32.56,overcast clouds,54.77,-101.86,Victoria Inn Flin Flon
572,leh,IN,18.16,overcast clouds,34.17,77.58,Hotel Ladakh Greens
573,necochea,AR,53.22,broken clouds,-38.55,-58.74,dyd -mar Hotel
574,kruisfontein,ZA,65.97,broken clouds,-34.0,24.73,Oyster Bay House Rental
575,kaoma,ZM,66.72,overcast clouds,-14.78,24.8,KAOMA AIRPORT
576,denpasar,ID,82.06,few clouds,-8.65,115.22,Warna Kedaton Hotel and Meetings
577,chama,CH,41.77,clear sky,47.18,8.46,Hotel & Brasserie Löwen am See
578,hobyo,SO,77.49,clear sky,5.35,48.53,Iftin hotel hobyo
580,mangrol,IN,73.83,clear sky,21.12,70.12,Hotel The Royal Honours
581,bathsheba,BB,77.61,scattered clouds,13.22,-59.52,Atlantis Hotel
582,la asuncion,VE,78.53,clear sky,11.03,-63.86,Colinas de Matasiete
583,sucre,BO,56.23,overcast clouds,-19.03,-65.26,Hostal CasArte Takubamba
584,ferme-neuve,CA,32.65,overcast clouds,46.7,-75.45,Pourvoirie Club Fontbrune Ltee
585,rawson,AR,64.69,broken clouds,-43.3,-65.1,Hosteria Sampedro
587,pisco,PE,68.05,clear sky,-13.7,-76.22,Hotel San Isidro Oficial
588,gornorechenskiy,RU,29.08,few clouds,44.26,135.11,Hotel Lavender
591,busselton,AU,67.06,clear sky,-33.65,115.33,Observatory Guest House
592,lagoa,PT,56.62,overcast clouds,39.05,-27.98,Casa Das Faias
593,selma,US,66.81,clear sky,36.57,-119.61,"Holiday Inn Selma-Swancourt, an IHG Hotel"
594,sivas,TR,16.43,broken clouds,39.79,37.0,Sivas Sultan Otel
595,auki,SB,86.59,scattered clouds,-8.77,160.7,Auki Motel
596,beamsville,CA,46.02,clear sky,43.17,-79.48,The House by the Side of the Road
597,yatou,CN,41.83,overcast clouds,37.15,122.38,GreenTree Hotel Rongcheng Bus Station
598,puerto palomas,MX,67.44,clear sky,31.77,-107.62,Hotel San Carlos
599,hyeres,FR,55.15,clear sky,43.12,6.12,ibis budget Hyères Centre-Ville
601,buala,SB,86.52,overcast clouds,-8.14,159.59,Maringe Lagoon Lodge
602,sayyan,YE,57.25,clear sky,15.17,44.32,ملاطف ابوحورية
603,paysandu,UY,61.61,clear sky,-32.32,-58.08,Gran Hotel Paysandú
604,quelimane,MZ,75.15,scattered clouds,-17.88,36.89,Hotel Flamingo
605,cairns,AU,89.06,broken clouds,-16.92,145.77,Mantra Trilogy Cairns
606,tuatapere,NZ,65.82,few clouds,-46.13,167.68,Ron and Tony's Bed & Breakfast
607,lompoc,US,68.02,clear sky,34.64,-120.46,"Holiday Inn Express Lompoc, an IHG Hotel"
608,viedma,AR,63.73,overcast clouds,-40.81,-63.0,Hotel Cristal
609,naron,ES,58.05,overcast clouds,43.52,-8.15,Marcial
610,lazaro cardenas,MX,76.84,clear sky,17.96,-102.2,HOTEL QUINTA ANTIGUA
611,smolenka,RU,17.67,scattered clouds,52.14,113.5,Gostinitsa Amur
612,joensuu,FI,34.29,clear sky,62.6,29.76,Original Sokos Hotel Kimmel
613,ahipara,NZ,72.93,clear sky,-35.17,173.17,Ahipara Holiday Park
615,great yarmouth,GB,38.41,broken clouds,52.61,1.73,Comfort Hotel Great Yarmouth
616,rabo de peixe,PT,56.28,scattered clouds,37.8,-25.58,Quinta das Giestas
617,xichang,CN,63.61,clear sky,27.9,102.26,Xichang ibis Hotel
618,vilyuysk,RU,15.35,overcast clouds,63.76,121.62,Gostinitsa Viliuisk
619,omboue,GA,78.22,overcast clouds,-1.57,9.26,Hotel Olako
620,new norfolk,AU,69.89,broken clouds,-42.78,147.06,The Shingles Riverside Cottages
621,alingsas,SE,36.52,clear sky,57.93,12.53,Grand Hotel Alingsås
622,parana,AR,66.54,overcast clouds,-31.73,-60.52,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
623,matadi,CD,76.6,light rain,-5.82,13.45,Hotel Vivi Palace
625,sampit,ID,78.22,overcast clouds,-2.53,112.95,Aquarius Boutique Hotel Sampit
626,strezhevoy,RU,19.89,light snow,60.73,77.59,Sibiryachka
628,sao gabriel da cachoeira,BR,73.47,moderate rain,-0.13,-67.09,Alarne - Área De Lazer Do Alto Rio Negro
629,oktyabrskiy,RU,31.42,overcast clouds,54.48,53.47,Гостиница Октябрьская
630,sao filipe,CV,69.75,clear sky,14.9,-24.5,Hotel Xaguate
631,ust-tsilma,RU,25.3,overcast clouds,65.44,52.15,U Praskov'i
633,wanning,CN,80.56,overcast clouds,18.8,110.4,Paradise Hotel
634,cairo,EG,52.56,broken clouds,30.06,31.25,Grand Hotel
635,dillon,US,56.25,clear sky,34.42,-79.37,Dillon Express Inn
636,borgarnes,IS,32.05,overcast clouds,64.54,-21.92,Hotel Hafnarfjall
637,benghazi,LY,50.27,broken clouds,32.12,20.07,Tibesti Hotel
638,guaruja,BR,75.09,overcast clouds,-23.99,-46.26,Charme Hotel Guarujá
639,dogondoutchi,NE,81.18,overcast clouds,13.64,4.03,Hôtel Alheri Maison Alheri
641,abu dhabi,AE,69.96,scattered clouds,24.47,54.37,Beach Rotana
642,kon tum,VN,78.62,broken clouds,14.35,108.0,Hoa đà spa- homestay
643,sheridan,US,34.18,snow,44.83,-106.92,Best Western Sheridan Center
644,kahului,US,86.02,scattered clouds,20.89,-156.47,Maui Seaside Hotel
645,tromso,NO,46.42,clear sky,69.65,18.96,"Radisson Blu Hotel, Tromsø"
646,sinjai,ID,81.18,overcast clouds,-5.12,120.25,Wisma Sandika
647,dattapur,IN,80.71,broken clouds,20.77,78.17,Hotel Sadanand
649,labuhan,ID,81.28,overcast clouds,-6.88,112.21,DoubleFAG
651,kristiinankaupunki,FI,33.37,clear sky,62.27,21.38,Hotel Alma
652,buren,DE,48.02,clear sky,51.55,8.57,Ackfeld Hotel - Restaurant - Biergarten
653,salalah,OM,69.89,clear sky,17.02,54.09,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
654,hualmay,PE,70.27,overcast clouds,-11.1,-77.61,Hotel Restaurant Turístico Casablanca
656,kemijarvi,FI,31.06,few clouds,66.71,27.43,Hotelli Kemijärvi
657,kenai,US,44.69,clear sky,60.55,-151.26,Aspen Extended Stay Suites
659,madhupur,IN,75.02,clear sky,24.25,86.65,Hotel Kumar International
660,semey,KZ,16.02,clear sky,50.41,80.23,Grand Hotel Semey
661,razdolinsk,RU,16.72,light snow,58.42,94.67,"""U Nikolaicha"""
662,grindavik,IS,32.47,broken clouds,63.84,-22.43,Northern Light Inn & Max's Restaurant
663,belmonte,BR,76.68,scattered clouds,-15.86,-38.88,Pousada Monte Carmelo O Pão
664,xining,CN,34.25,overcast clouds,36.62,101.77,Super Leisure Hotel
665,iranshahr,IR,69.69,clear sky,27.2,60.68,پانسیون پزشکان متخصص خاتم
667,gushikawa,JP,72.99,scattered clouds,26.35,127.87,Kirari Guest House
668,ushuaia,AR,49.66,few clouds,-54.8,-68.3,Albatross Hotel
669,cap-aux-meules,CA,30.25,mist,47.38,-61.86,Auberge Madeli
670,ketchikan,US,40.98,moderate rain,55.34,-131.65,Snow's Cove Lodge
671,nishihara,JP,73.06,broken clouds,26.18,127.76,Minshuku Agaihama
672,makungu,TZ,62.96,overcast clouds,-8.73,35.28,Complex
673,consuegra,ES,47.62,overcast clouds,39.46,-3.61,Hotel Rural La Vida de Antes
674,kavieng,PG,85.53,overcast clouds,-2.57,150.8,Nusa Island Retreat
675,port elizabeth,ZA,66.31,few clouds,-33.92,25.57,39 On Nile Guest House
676,batticaloa,LK,78.4,clear sky,7.71,81.69,Grand Star Guest House
677,ponta do sol,PT,63.05,scattered clouds,32.67,-17.1,Hotel do Campo
678,limbang,MY,80.71,light rain,4.75,115.0,Purnama Hotel
680,chulym,RU,11.03,overcast clouds,55.1,80.96,"""U Tat'yany"""
681,skjervoy,NO,41.61,overcast clouds,70.03,20.97,Skjervøy fiskecamp AS
682,butaritari,KI,81.21,light rain,3.07,172.79,Isles Sunset Lodge
684,jamestown,US,42.03,clear sky,42.1,-79.24,Hampton Inn & Suites Jamestown
685,launceston,AU,69.44,overcast clouds,-41.45,147.17,Hotel Grand Chancellor Launceston
