City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,bilecik,TR,40.0,30.17,21.88,94,74,6.13,broken clouds
344,youkounkoun,GN,12.53,-13.13,84.09,27,69,7.38,broken clouds
345,longyearbyen,SJ,78.22,15.64,22.84,86,100,32.21,light snow
346,erenhot,CN,43.65,111.98,24.13,30,2,4.38,clear sky
347,marawi,PH,8.0,124.29,77.18,71,100,3.29,overcast clouds
348,boditi,ET,6.97,37.87,60.46,75,78,0.94,light rain
349,klaksvik,FO,62.23,-6.59,45.52,92,100,19.22,overcast clouds
350,leningradskiy,RU,69.38,178.42,7.32,81,0,2.26,clear sky
351,mananara,MG,-16.17,49.77,74.1,93,99,5.57,overcast clouds
352,hasaki,JP,35.73,140.83,50.29,71,100,13.09,overcast clouds
353,nizhniy odes,RU,63.64,54.86,22.39,93,100,11.61,overcast clouds
354,pimentel,PE,-6.84,-79.93,71.89,79,100,15.88,overcast clouds
355,khatanga,RU,71.97,102.5,5.92,95,100,1.68,overcast clouds
356,port alfred,ZA,-33.59,26.89,71.4,88,9,10.33,light rain
357,sao sepe,BR,-30.16,-53.57,58.23,60,0,11.25,clear sky
358,ilulissat,GL,69.22,-51.1,-5.78,54,0,1.14,clear sky
359,punta arenas,CL,-53.15,-70.92,50.11,76,0,10.36,clear sky
360,vila velha,BR,-20.33,-40.29,76.95,87,20,4.61,few clouds
361,inuvik,CA,68.35,-133.72,-3.14,71,100,6.91,light snow
362,mogadishu,SO,2.04,45.34,78.04,81,17,13.85,few clouds
363,miri,MY,4.41,114.01,80.74,83,40,3.44,light rain
364,oistins,BB,13.07,-59.53,77.09,78,40,18.41,scattered clouds
365,kieta,PG,-6.22,155.63,86.59,57,88,5.03,overcast clouds
366,khairpur nathan shah,PK,27.09,67.73,74.88,16,0,0.63,clear sky
367,mahebourg,MU,-20.41,57.7,77.29,94,40,3.44,scattered clouds
368,ormara,PK,25.21,64.64,74.5,76,0,2.55,clear sky
369,doha,QA,25.29,51.53,67.98,39,0,3.44,clear sky
370,san miguel,SV,13.48,-88.18,86.14,47,59,1.39,broken clouds
371,carnarvon,AU,-24.87,113.63,78.87,65,13,24.16,few clouds
372,gladstone,AU,-23.85,151.25,82.33,51,40,11.5,scattered clouds
373,acarau,BR,-2.89,-40.12,77.86,85,100,8.28,overcast clouds
374,sarankhola,BD,22.31,89.79,73.2,75,7,2.86,clear sky
375,saskylakh,RU,71.92,114.08,-4.22,100,100,3.38,overcast clouds
376,charters towers,AU,-20.1,146.27,83.28,41,84,11.63,broken clouds
377,port-gentil,GA,-0.72,8.78,80.29,81,100,9.46,moderate rain
378,ahome,MX,25.92,-109.18,76.95,37,98,11.32,overcast clouds
379,santa marta,CO,11.24,-74.2,83.89,65,99,20.0,overcast clouds
380,slave lake,CA,55.28,-114.77,33.55,70,5,4.7,clear sky
381,garowe,SO,8.41,48.48,67.17,82,0,7.49,clear sky
382,ulagan,RU,50.63,87.96,-2.49,94,44,2.55,scattered clouds
383,vancouver,CA,49.25,-123.12,43.23,94,100,10.0,light rain
384,la sarre,CA,48.8,-79.2,29.88,85,100,10.47,overcast clouds
385,half moon bay,US,37.46,-122.43,67.03,64,0,20.71,haze
386,hare bay,CA,48.85,-54.01,25.95,92,100,16.67,snow
387,high level,CA,58.52,-117.14,41.11,60,75,6.91,broken clouds
388,vestmanna,FO,62.16,-7.17,43.72,100,100,11.5,mist
389,vanavara,RU,60.34,102.28,21.0,90,100,13.69,overcast clouds
390,richards bay,ZA,-28.78,32.04,64.89,82,0,4.41,clear sky
391,ostrovnoy,RU,68.05,39.51,23.16,97,100,7.38,overcast clouds
392,krasnoselkup,RU,65.7,82.47,12.76,96,100,5.57,overcast clouds
393,palmer,US,42.16,-72.33,45.86,64,100,14.97,overcast clouds
394,balakhta,RU,55.38,91.6,-3.01,100,73,0.54,broken clouds
395,saint-augustin,CA,51.23,-58.65,20.53,94,100,27.63,snow
396,kawhia,NZ,-38.07,174.82,64.51,91,100,13.87,overcast clouds
397,pangody,RU,65.85,74.49,9.23,100,100,6.6,overcast clouds
398,puerto ayora,EC,-0.74,-90.35,78.55,92,27,3.0,scattered clouds
399,maragogi,BR,-9.01,-35.22,79.34,81,78,7.36,broken clouds
400,karratha,AU,-20.74,116.85,91.24,45,98,6.4,overcast clouds
401,kurchum,KZ,48.57,83.65,10.76,92,100,0.18,overcast clouds
402,aban,RU,56.67,96.06,13.39,87,28,9.04,scattered clouds
403,rikitea,PF,-23.12,-134.97,80.19,73,11,10.42,few clouds
404,imuris,MX,30.78,-110.87,57.79,33,1,18.19,clear sky
405,reshetnikovo,RU,56.45,36.57,29.44,96,18,5.84,few clouds
406,sri aman,MY,1.24,111.46,77.05,94,40,5.75,scattered clouds
407,vrede,ZA,-27.43,29.17,51.85,72,97,2.39,overcast clouds
408,sao joao da barra,BR,-21.64,-41.05,76.3,84,100,4.74,overcast clouds
409,hilo,US,19.73,-155.09,82.13,70,0,12.66,clear sky
410,port hardy,CA,50.7,-127.42,42.98,81,100,20.71,light rain
411,barabinsk,RU,55.36,78.36,10.51,92,100,14.47,overcast clouds
412,soyo,AO,-6.13,12.37,79.38,84,90,6.96,overcast clouds
413,lavrentiya,RU,65.58,-171.0,5.18,74,5,3.65,clear sky
414,el paso,US,31.8,-106.2,76.69,7,75,21.85,broken clouds
415,ramhormoz,IR,31.28,49.6,67.89,20,100,3.22,overcast clouds
416,phuntsholing,BT,26.85,89.39,74.19,50,7,4.09,clear sky
417,fort nelson,CA,58.81,-122.7,26.19,74,40,6.91,scattered clouds
418,cabog,PH,15.32,121.37,82.76,78,49,7.38,scattered clouds
419,ust-nera,RU,64.57,143.2,1.31,94,100,5.26,overcast clouds
420,mayor pablo lagerenza,PY,-19.93,-60.77,73.67,75,16,3.31,few clouds
421,olden,NO,61.84,6.81,32.76,76,0,8.16,clear sky
422,moroni,KM,-11.7,43.26,80.65,83,73,5.73,light rain
423,yumen,CN,40.28,97.2,30.72,35,83,20.18,broken clouds
424,mahanoro,MG,-19.9,48.8,72.39,83,100,5.99,overcast clouds
425,macara,EC,-4.38,-79.95,72.81,97,100,2.3,heavy intensity rain
426,upernavik,GL,72.79,-56.15,-16.64,97,37,5.93,scattered clouds
427,mancio lima,BR,-7.61,-72.9,71.11,99,100,2.04,overcast clouds
428,kingisepp,RU,59.37,28.61,30.54,99,98,3.38,overcast clouds
429,arlit,NE,18.74,7.39,79.21,14,14,9.62,few clouds
430,itamaraca,BR,-7.75,-34.83,82.45,81,19,8.77,few clouds
431,matamoros,MX,25.53,-103.25,86.11,11,75,8.05,broken clouds
432,carauari,BR,-4.88,-66.9,74.44,98,100,1.52,overcast clouds
433,peleduy,RU,59.63,112.74,24.51,94,100,14.16,light snow
434,cape town,ZA,-33.93,18.42,67.12,83,1,9.8,clear sky
435,cayenne,GF,4.93,-52.33,80.1,1,75,9.22,broken clouds
436,churapcha,RU,62.0,132.43,10.67,84,8,3.71,clear sky
437,ishigaki,JP,24.34,124.16,73.53,88,75,9.22,light intensity shower rain
438,wellington,NZ,-41.29,174.78,64.06,72,20,6.91,few clouds
439,maniwaki,CA,46.38,-75.97,32.38,86,100,0.0,overcast clouds
440,sibolga,ID,1.74,98.78,78.51,83,100,2.86,overcast clouds
441,galle,LK,6.04,80.22,79.75,85,31,9.6,scattered clouds
442,frankfort,ZA,-27.27,28.48,55.11,66,98,4.45,overcast clouds
443,imbituba,BR,-28.24,-48.67,67.82,88,99,7.4,overcast clouds
444,shingu,JP,33.73,135.98,53.89,51,100,1.7,overcast clouds
445,maua,BR,-23.67,-46.46,66.36,92,100,10.29,overcast clouds
446,espanola,US,35.99,-106.08,63.88,8,100,3.0,overcast clouds
447,henties bay,NA,-22.12,14.28,67.62,82,19,3.67,few clouds
448,camacha,PT,33.08,-16.33,56.62,72,40,11.5,scattered clouds
449,talaya,RU,61.38,152.75,14.47,92,100,10.87,light snow
450,hithadhoo,MV,-0.6,73.08,83.91,68,100,15.14,overcast clouds
451,tak,TH,16.58,98.83,71.31,73,32,1.68,scattered clouds
452,ribeira grande,PT,38.52,-28.7,57.74,62,93,25.37,overcast clouds
453,aktau,KZ,43.65,51.2,18.18,63,1,10.16,clear sky
454,hurghada,EG,27.26,33.81,58.05,54,0,9.48,clear sky
455,bereznik,RU,62.86,42.71,31.48,85,73,10.38,broken clouds
456,santiago del estero,AR,-27.8,-64.26,63.63,51,100,3.27,overcast clouds
457,madang,PG,-5.22,145.8,86.41,63,100,1.12,overcast clouds
458,puerto leguizamo,CO,-0.19,-74.78,73.51,97,100,1.95,overcast clouds
459,karla,EE,59.37,24.93,33.57,87,0,3.44,clear sky
460,omsukchan,RU,62.53,155.8,21.47,88,100,7.38,overcast clouds
461,high rock,BS,26.62,-78.28,73.42,81,53,18.81,broken clouds
462,san juan,AR,-31.54,-68.54,68.77,42,0,14.74,clear sky
463,tafalla,ES,42.53,-1.67,53.4,84,100,18.1,overcast clouds
464,maarianhamina,AX,60.1,19.93,28.26,100,0,0.0,clear sky
465,burnie,AU,-41.07,145.92,63.5,79,98,8.32,overcast clouds
466,whangamata,NZ,-37.2,175.87,70.02,97,100,13.69,overcast clouds
467,nador,MA,35.17,-2.93,59.25,88,100,9.22,overcast clouds
468,acapulco,MX,16.86,-99.89,78.62,73,0,8.05,smoke
469,isangel,VU,-19.55,169.27,82.99,80,100,19.95,light rain
470,pacific grove,US,36.62,-121.92,68.54,70,0,18.99,clear sky
471,ville-marie,CA,47.33,-79.43,33.21,85,100,9.33,overcast clouds
472,ximei,CN,24.96,118.38,64.65,90,100,3.56,overcast clouds
473,aykhal,RU,66.0,111.5,2.77,99,100,3.11,overcast clouds
474,ponta delgada,PT,37.73,-25.67,57.51,82,40,8.05,scattered clouds
475,sisimiut,GL,66.94,-53.67,-10.46,84,5,6.62,clear sky
476,deder,ET,9.32,41.45,61.21,58,91,5.95,overcast clouds
477,bushehr,IR,28.97,50.84,64.49,68,0,9.22,clear sky
478,khanpur,PK,28.65,70.66,78.71,17,2,7.58,clear sky
479,barrow,US,71.29,-156.79,-18.38,76,0,4.61,clear sky
480,manokwari,ID,-0.87,134.08,82.42,70,93,3.33,overcast clouds
481,morris,US,40.83,-74.53,46.85,68,100,14.0,overcast clouds
482,luwuk,ID,-0.95,122.79,79.66,85,100,2.66,overcast clouds
483,padang,ID,-0.95,100.35,77.05,77,92,1.92,overcast clouds
484,banjar,ID,-8.19,114.97,82.6,76,100,3.51,overcast clouds
485,avarua,CK,-21.21,-159.78,86.05,66,20,18.41,few clouds
486,pevek,RU,69.7,170.31,-2.0,83,35,3.0,scattered clouds
487,constitucion,CL,-35.33,-72.42,54.68,87,100,4.21,overcast clouds
488,najran,SA,17.49,44.13,61.45,22,31,0.69,scattered clouds
489,salamiyah,SY,35.01,37.05,34.61,47,89,7.49,overcast clouds
490,laguna,US,38.42,-121.42,69.98,13,0,17.27,clear sky
491,kalmunai,LK,7.42,81.82,78.17,85,6,2.73,clear sky
492,surt,LY,31.21,16.59,55.29,76,96,19.1,overcast clouds
493,kargasok,RU,59.06,80.86,14.14,90,100,14.63,overcast clouds
494,delijan,IR,33.99,50.68,52.66,24,70,2.39,broken clouds
495,pasighat,IN,28.07,95.33,77.14,47,55,2.13,broken clouds
496,ghazipur,IN,25.58,83.57,75.51,24,4,4.43,clear sky
497,victor harbor,AU,-35.57,138.62,66.0,83,69,8.57,broken clouds
498,yeniseysk,RU,58.45,92.17,18.21,85,100,10.0,overcast clouds
499,santa barbara,US,34.73,-120.03,63.59,48,0,10.36,clear sky
500,moosomin,CA,50.13,-101.67,33.21,95,100,12.03,overcast clouds
501,luchegorsk,RU,46.48,134.26,27.14,70,7,9.13,clear sky
502,atuona,PF,-9.8,-139.03,78.75,80,48,15.1,light rain
503,abu samrah,SY,35.3,37.18,34.79,56,63,5.88,broken clouds
504,arkhara,RU,49.42,130.08,12.69,87,12,5.44,few clouds
505,roswell,US,34.02,-84.36,58.96,47,0,4.61,clear sky
506,darlawn,IN,24.02,92.9,64.58,48,5,2.28,clear sky
507,cherskiy,RU,68.75,161.3,10.72,81,100,6.35,overcast clouds
508,tateyama,JP,34.98,139.87,52.11,84,100,12.62,overcast clouds
509,cabo san lucas,MX,22.89,-109.91,85.3,47,40,19.57,scattered clouds
510,moron,AR,-34.65,-58.62,64.96,61,8,11.81,clear sky
511,along,IN,28.17,94.77,71.58,57,86,2.19,overcast clouds
512,sinnamary,GF,5.38,-52.95,77.7,84,100,12.86,overcast clouds
513,skelleftea,SE,64.75,20.95,28.76,86,27,4.61,scattered clouds
514,kalagarh,IN,29.5,78.75,70.81,25,31,6.04,scattered clouds
515,norman wells,CA,65.28,-126.83,3.24,60,75,13.8,broken clouds
516,vila,PT,42.03,-8.16,49.08,71,100,5.79,overcast clouds
517,promyshlennyy,RU,67.58,63.92,9.25,95,68,11.68,broken clouds
518,ulladulla,AU,-35.35,150.47,71.76,68,82,5.12,broken clouds
519,haines junction,CA,60.75,-137.51,35.55,41,100,2.3,overcast clouds
520,giyani,ZA,-23.3,30.72,60.73,74,2,3.85,clear sky
521,kavaratti,IN,10.57,72.64,81.66,65,10,8.68,clear sky
522,san bartolome de tirajana,ES,27.92,-15.57,51.31,60,75,10.36,broken clouds
523,bambous virieux,MU,-20.34,57.76,77.25,94,40,3.44,scattered clouds
524,hereford,GB,52.06,-2.71,41.05,85,5,2.24,clear sky
525,ngunguru,NZ,-35.62,174.5,73.96,68,100,8.9,overcast clouds
526,provideniya,RU,64.38,-173.3,15.37,67,0,4.47,clear sky
527,ostrowiec swietokrzyski,PL,50.93,21.39,36.09,59,0,3.31,clear sky
528,bredasdorp,ZA,-34.53,20.04,65.66,92,0,7.34,clear sky
529,aswan,EG,24.09,32.91,62.73,35,0,7.9,clear sky
530,urumqi,CN,43.8,87.6,32.95,69,0,4.47,clear sky
531,massillon,US,40.8,-81.52,47.21,60,0,3.44,clear sky
532,batagay,RU,67.63,134.63,-2.83,92,47,0.51,scattered clouds
533,toktogul,KG,41.87,72.94,34.41,81,96,1.3,overcast clouds
534,moussoro,TD,13.64,16.49,78.96,5,7,9.6,clear sky
535,beira,MZ,-19.84,34.84,77.09,69,40,11.5,scattered clouds
536,chitral,PK,35.85,71.79,48.81,54,0,5.84,clear sky
537,touba,CI,8.28,-7.68,74.66,73,80,3.67,broken clouds
538,halen,BE,50.95,5.11,44.62,75,91,2.3,overcast clouds
539,belaya gora,RU,68.53,146.42,3.09,87,38,2.44,scattered clouds
540,sompeta,IN,18.93,84.6,76.26,80,77,6.89,broken clouds
541,vila franca do campo,PT,37.72,-25.43,57.2,81,100,10.63,overcast clouds
542,shache,CN,38.42,77.24,49.71,45,51,4.18,broken clouds
543,luderitz,NA,-26.65,15.16,71.91,67,0,11.74,clear sky
544,alwar tirunagari,IN,8.6,77.95,77.22,83,40,0.0,haze
545,nouadhibou,MR,20.93,-17.03,62.58,77,0,18.41,clear sky
546,kalabo,ZM,-14.97,22.68,65.66,94,49,5.41,scattered clouds
547,eau claire,US,44.81,-91.5,51.19,48,0,4.61,clear sky
548,sangar,RU,63.92,127.47,9.34,88,99,12.03,overcast clouds
549,ballina,AU,-28.87,153.57,80.78,68,20,13.33,few clouds
550,codrington,AU,-38.27,141.97,69.6,63,92,8.57,overcast clouds
551,seoul,KR,37.57,126.98,42.37,45,0,2.3,clear sky
552,sambava,MG,-14.27,50.17,76.12,90,100,7.27,overcast clouds
553,cabedelo,BR,-6.98,-34.83,79.47,79,61,10.85,broken clouds
554,castelo branco,PT,39.82,-7.49,46.96,97,78,8.03,broken clouds
555,srandakan,ID,-7.94,110.25,79.74,84,100,8.03,overcast clouds
556,port hawkesbury,CA,45.62,-61.35,39.9,99,100,5.75,mist
557,torbay,CA,47.67,-52.73,28.58,95,100,24.16,light snow
558,inyonga,TZ,-6.72,32.07,63.81,97,100,4.12,overcast clouds
559,areosa,PT,41.72,-8.86,54.79,82,100,4.03,light rain
560,coihaique,CL,-45.58,-72.07,53.55,76,20,0.0,few clouds
561,luz,BR,-19.8,-45.69,70.7,75,16,7.02,few clouds
562,ust-kuyga,RU,70.02,135.6,-2.72,91,63,4.76,broken clouds
563,moose factory,CA,51.26,-80.61,23.0,68,100,11.5,overcast clouds
564,byron bay,AU,-28.65,153.62,76.95,61,47,13.6,scattered clouds
565,komsomolskiy,UZ,40.43,71.72,41.72,87,75,2.3,mist
566,vanimo,PG,-2.67,141.3,85.01,67,99,4.72,overcast clouds
567,nikolskoye,RU,59.7,30.79,35.87,98,100,5.88,overcast clouds
568,bengkulu,ID,-3.8,102.27,76.08,83,100,3.42,overcast clouds
569,mana,GF,5.66,-53.78,76.96,83,100,10.96,overcast clouds
570,shunyi,CN,40.12,116.65,46.35,34,0,8.95,clear sky
571,flin flon,CA,54.77,-101.86,32.56,87,100,11.72,overcast clouds
572,leh,IN,34.17,77.58,18.16,83,87,2.68,overcast clouds
573,necochea,AR,-38.55,-58.74,53.22,60,73,18.23,broken clouds
574,kruisfontein,ZA,-34.0,24.73,65.97,88,75,2.3,broken clouds
575,kaoma,ZM,-14.78,24.8,66.72,84,100,5.5,overcast clouds
576,denpasar,ID,-8.65,115.22,82.06,88,20,4.61,few clouds
577,chama,CH,47.18,8.46,41.77,80,1,2.3,clear sky
578,hobyo,SO,5.35,48.53,77.49,73,5,11.23,clear sky
579,yerbogachen,RU,61.28,108.01,23.05,94,100,13.67,light snow
580,mangrol,IN,21.12,70.12,73.83,73,10,10.13,clear sky
581,bathsheba,BB,13.22,-59.52,77.61,78,40,18.41,scattered clouds
582,la asuncion,VE,11.03,-63.86,78.53,83,10,14.97,clear sky
583,sucre,BO,-19.03,-65.26,56.23,78,100,5.5,overcast clouds
584,ferme-neuve,CA,46.7,-75.45,32.65,88,100,9.37,overcast clouds
585,rawson,AR,-43.3,-65.1,64.69,45,75,21.85,broken clouds
586,viytivka,UA,48.43,29.54,32.92,78,0,6.46,clear sky
587,pisco,PE,-13.7,-76.22,68.05,83,0,9.22,clear sky
588,gornorechenskiy,RU,44.26,135.11,29.08,54,19,11.95,few clouds
589,qasigiannguit,GL,68.82,-51.19,-5.55,84,3,7.38,clear sky
590,tiznit,MA,29.58,-9.5,53.31,77,64,4.59,broken clouds
591,busselton,AU,-33.65,115.33,67.06,57,7,14.81,clear sky
592,lagoa,PT,39.05,-27.98,56.62,63,100,26.49,overcast clouds
593,selma,US,36.57,-119.61,66.81,55,1,6.13,clear sky
594,sivas,TR,39.79,37.0,16.43,92,75,8.05,broken clouds
595,auki,SB,-8.77,160.7,86.59,63,37,5.61,scattered clouds
596,beamsville,CA,43.17,-79.48,46.02,58,4,12.66,clear sky
597,yatou,CN,37.15,122.38,41.83,49,100,2.93,overcast clouds
598,puerto palomas,MX,31.77,-107.62,67.44,15,0,30.49,clear sky
599,hyeres,FR,43.12,6.12,55.15,69,0,12.66,clear sky
600,tyrma,RU,50.08,132.17,16.65,80,100,7.9,overcast clouds
601,buala,SB,-8.14,159.59,86.52,60,98,4.52,overcast clouds
602,sayyan,YE,15.17,44.32,57.25,55,3,1.03,clear sky
603,paysandu,UY,-32.32,-58.08,61.61,57,0,12.3,clear sky
604,quelimane,MZ,-17.88,36.89,75.15,88,40,3.44,scattered clouds
605,cairns,AU,-16.92,145.77,89.06,68,54,12.66,broken clouds
606,tuatapere,NZ,-46.13,167.68,65.82,61,16,6.44,few clouds
607,lompoc,US,34.64,-120.46,68.02,65,0,23.02,clear sky
608,viedma,AR,-40.81,-63.0,63.73,64,100,20.54,overcast clouds
609,naron,ES,43.52,-8.15,58.05,73,96,5.17,overcast clouds
610,lazaro cardenas,MX,17.96,-102.2,76.84,57,0,5.28,clear sky
611,smolenka,RU,52.14,113.5,17.67,62,25,13.42,scattered clouds
612,joensuu,FI,62.6,29.76,34.29,75,0,4.61,clear sky
613,ahipara,NZ,-35.17,173.17,72.93,66,10,5.95,clear sky
614,mago,RU,53.25,140.18,16.61,71,18,10.4,few clouds
615,great yarmouth,GB,52.61,1.73,38.41,87,70,9.86,broken clouds
616,rabo de peixe,PT,37.8,-25.58,56.28,96,40,8.05,scattered clouds
617,xichang,CN,27.9,102.26,63.61,48,3,3.33,clear sky
618,vilyuysk,RU,63.76,121.62,15.35,93,97,3.11,overcast clouds
619,omboue,GA,-1.57,9.26,78.22,85,100,5.23,overcast clouds
620,new norfolk,AU,-42.78,147.06,69.89,55,67,1.99,broken clouds
621,alingsas,SE,57.93,12.53,36.52,67,1,5.39,clear sky
622,parana,AR,-31.73,-60.52,66.54,56,85,13.33,overcast clouds
623,matadi,CD,-5.82,13.45,76.6,96,96,1.79,light rain
624,iqaluit,CA,63.75,-68.51,-7.87,71,100,5.75,light snow
625,sampit,ID,-2.53,112.95,78.22,90,100,1.5,overcast clouds
626,strezhevoy,RU,60.73,77.59,19.89,95,100,11.12,light snow
627,mitu,CO,1.2,-70.17,72.7,99,100,1.03,overcast clouds
628,sao gabriel da cachoeira,BR,-0.13,-67.09,73.47,96,95,0.38,moderate rain
629,oktyabrskiy,RU,54.48,53.47,31.42,90,100,11.68,overcast clouds
630,sao filipe,CV,14.9,-24.5,69.75,71,1,10.42,clear sky
631,ust-tsilma,RU,65.44,52.15,25.3,87,100,12.01,overcast clouds
632,taksimo,RU,56.34,114.88,9.14,78,100,2.19,overcast clouds
633,wanning,CN,18.8,110.4,80.56,83,95,9.1,overcast clouds
634,cairo,EG,30.06,31.25,52.56,61,75,11.5,broken clouds
635,dillon,US,34.42,-79.37,56.25,47,0,7.99,clear sky
636,borgarnes,IS,64.54,-21.92,32.05,95,100,0.54,overcast clouds
637,benghazi,LY,32.12,20.07,50.27,76,56,18.1,broken clouds
638,guaruja,BR,-23.99,-46.26,75.09,71,100,15.64,overcast clouds
639,dogondoutchi,NE,13.64,4.03,81.18,17,99,3.18,overcast clouds
640,khandyga,RU,62.67,135.6,3.61,89,52,1.95,broken clouds
641,abu dhabi,AE,24.47,54.37,69.96,90,40,3.44,scattered clouds
642,kon tum,VN,14.35,108.0,78.62,66,62,0.94,broken clouds
643,sheridan,US,44.83,-106.92,34.18,85,100,14.97,snow
644,kahului,US,20.89,-156.47,86.02,61,40,11.5,scattered clouds
645,tromso,NO,69.65,18.96,46.42,36,0,24.16,clear sky
646,sinjai,ID,-5.12,120.25,81.18,77,100,1.05,overcast clouds
647,dattapur,IN,20.77,78.17,80.71,26,62,4.38,broken clouds
648,qaqortoq,GL,60.72,-46.03,3.87,82,7,6.42,clear sky
649,labuhan,ID,-6.88,112.21,81.28,77,94,1.36,overcast clouds
650,tuktoyaktuk,CA,69.45,-133.04,-9.4,77,100,9.22,light snow
651,kristiinankaupunki,FI,62.27,21.38,33.37,87,7,7.11,clear sky
652,buren,DE,51.55,8.57,48.02,43,0,8.05,clear sky
653,salalah,OM,17.02,54.09,69.89,35,0,3.44,clear sky
654,hualmay,PE,-11.1,-77.61,70.27,82,100,9.06,overcast clouds
655,hailar,CN,49.2,119.7,9.57,83,46,7.2,scattered clouds
656,kemijarvi,FI,66.71,27.43,31.06,76,24,5.21,few clouds
657,kenai,US,60.55,-151.26,44.69,65,0,17.27,clear sky
658,asekeyevo,RU,53.57,52.8,31.48,95,98,11.45,overcast clouds
659,madhupur,IN,24.25,86.65,75.02,64,7,6.55,clear sky
660,semey,KZ,50.41,80.23,16.02,79,0,15.66,clear sky
661,razdolinsk,RU,58.42,94.67,16.72,93,100,10.96,light snow
662,grindavik,IS,63.84,-22.43,32.47,80,75,5.75,broken clouds
663,belmonte,BR,-15.86,-38.88,76.68,84,28,3.98,scattered clouds
664,xining,CN,36.62,101.77,34.25,64,100,6.64,overcast clouds
665,iranshahr,IR,27.2,60.68,69.69,12,0,4.79,clear sky
666,kamenka,RU,51.32,42.77,23.02,97,34,7.92,scattered clouds
667,gushikawa,JP,26.35,127.87,72.99,73,40,11.5,scattered clouds
668,ushuaia,AR,-54.8,-68.3,49.66,76,20,13.8,few clouds
669,cap-aux-meules,CA,47.38,-61.86,30.25,100,100,12.66,mist
670,ketchikan,US,55.34,-131.65,40.98,93,100,10.36,moderate rain
671,nishihara,JP,26.18,127.76,73.06,78,75,12.66,broken clouds
672,makungu,TZ,-8.73,35.28,62.96,97,100,2.21,overcast clouds
673,consuegra,ES,39.46,-3.61,47.62,82,100,16.93,overcast clouds
674,kavieng,PG,-2.57,150.8,85.53,66,99,10.76,overcast clouds
675,port elizabeth,ZA,-33.92,25.57,66.31,96,20,2.3,few clouds
676,batticaloa,LK,7.71,81.69,78.4,83,1,2.89,clear sky
677,ponta do sol,PT,32.67,-17.1,63.05,66,27,6.96,scattered clouds
678,limbang,MY,4.75,115.0,80.71,97,100,1.99,light rain
679,chokurdakh,RU,70.63,147.92,-5.94,94,6,3.42,clear sky
680,chulym,RU,55.1,80.96,11.03,94,100,14.09,overcast clouds
681,skjervoy,NO,70.03,20.97,41.61,63,94,14.29,overcast clouds
682,butaritari,KI,3.07,172.79,81.21,78,37,19.77,light rain
683,edd,ER,13.93,41.69,83.64,49,79,3.76,broken clouds
684,jamestown,US,42.1,-79.24,42.03,48,0,11.5,clear sky
685,launceston,AU,-41.45,147.17,69.44,66,100,6.91,overcast clouds
